col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,brand_0,brand_1,brand_2,brand_3,brand_4,brand_5,brand_6,brand_7,price,available,sold,price_boxcox,update_month,update_day,revenue,state_0,state_1,state_2,state_3,state_4,state_5,state_6,price_scaled,sold_robust,available_robust,type_Body Care,type_Body Mist,type_Cologne,type_Eau de Parfum,type_Eau de Toilette,type_Extrait de Parfum,type_Gift Set,type_Others,type_Perfume Spray,country_Bulgaria,country_Canada,country_China,country_Estados Unidos,country_Hong Kong,country_India,country_Japan,country_Pakistan,country_Taiwan,country_United States
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.99,6,193,4.002536466815408,5,23,10806.07,0,0,0,0,0,1,1,0.8506634251285574,0.5843621399176955,-0.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,42.98,10,29,3.7483861347429417,5,7,1246.4199999999998,0,0,0,0,1,0,0,0.4308881057383176,-0.09053497942386832,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.98,10,40,2.812202002916593,5,24,639.2,0,0,0,0,1,0,1,-1.1153896021870344,-0.04526748971193416,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.45,50,2,2.9954655615977375,5,24,38.9,0,0,0,0,1,0,0,-0.8126966320435429,-0.20164609053497942,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,49.99,2,288,3.8934726423156056,5,23,14397.12,0,0,1,0,0,1,1,0.670524759205935,0.9753086419753086,-1.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,20.49,8,190,3.0443260049336898,5,23,3893.1,0,0,0,0,0,1,0,-0.7319947575283842,0.5720164609053497,-0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,31.0,4,266,3.4360634892743582,5,23,8246.0,0,0,0,0,1,0,0,-0.08496932865998602,0.8847736625514403,-1.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,24.99,9,9,3.2314855800797364,5,20,224.91,0,0,1,0,1,0,0,-0.4228668103279374,-0.1728395061728395,-0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19.0,10,10,2.9735449388352295,5,8,190.0,0,0,0,1,1,0,1,-0.8489025120293343,-0.16872427983539096,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,14.0,10,266,2.689910963962539,5,8,3724.0,0,0,0,0,1,0,0,-1.317375409236325,0.8847736625514403,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,34.0,10,45,3.52412597563838,5,18,1530.0,0,0,0,0,1,0,0,0.060481822390312884,-0.024691358024691357,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,49.0,10,443,3.874244507877147,5,24,21707.0,0,0,0,1,1,0,1,0.6387660115019147,1.6131687242798354,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
